"article_id","infraction_desc","categorie_vehicule","amende_min_dh","amende_max_dh","points_retrait","peine_prison","recidive_prevue","suspension_permis","immobilisation_vehicule","interdiction_conduire","mots_cles","role_paragraphe_regles","cluster_thematique_ml","cluster_id","texte_apercu"
"26","اعلاه،
( ضى المحدد في ثلاثين � يخصص لرخصة السياقة الرصيد الاق 30 ) نقطة.
الفرع 4
خصم النقط واسترجاعها","non_spécifié","","","","","non","non","non","non","permis","autre","permis_conduite","6","أعلاه، (  ضى المحدد في ثلاثين � يخصص لرخصة السياقة الرصيد الأق 30 ) نقطة. الفرع 4 خصم النقط واسترجاعها"
"28","يثبت ارتكاب مخالفة مودية الى خصم عدد من النقط من رصيد رخصة السياقة، باداء غرامة
ضي به. � ضيء المق � تصالحية وجزافية او بمقرر قضايي بالادانة حاز قوة ال
يتم اخبار مرتكب المخالفة بان اداء الغرامة التصالحية والجزافية يعد اعترافا بارتكاب المخالفة
ويترتب عليها، بقوة القانون، تخفيض رصيده من النقط بخصم النق","non_spécifié","","","","","non","non","non","non","permis","procédure","permis_conduite","6","يثبت ارتكاب مخالفة مؤدية إلى خصم عدد من النقط من رصيد رخصة السياقة، بأداء غرامة ضي به. � ضيء المق � تصالحية وجزافية أو بمقرر قضائي بالإدانة حاز قوة ال يتم إخبار مرتكب المخالفة بأن أداء الغرامة التصالح"
"29","يحدد عدد النقط الواجب خصمها تبعا لجسامة المخالفة المرتكبة.","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","يحدد عدد النقط الواجب خصمها تبعا لجسامة المخالفة المرتكبة."
"30","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
يتم اخبار المعني بالامر، عند اشعاره بان احدى المخالفات المودية الى خصم النقط قد سجلت عليه،
بانه يمكن ان يتعرض لخصم للنقط وبوجود معالجة الية لهذه النقط.
توجه الادارة للمعني بالامر رسالة مضم","non_spécifié","","","","","non","non","non","non","permis","procédure","cluster_0","0","116.14 1.16.106  بتاريخ 13  من شوال 1437  ( 18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) يتم إخبار المعني بالأمر، عند إشعاره بأن إحدى المخالفات المؤدية إلى خصم النقط ق"
"31","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
اذا ثبت ارتكاب مخالفة باداء غرامة تصالحية وجزافية بين يدي العون محرر المحضر وترتب على
ذلك فقدان مجموع النقط، يقوم العون محرر المحضر بالاحتفاظ برخصة سياقة المعني بالامر مقابل
تسليمه وصلا مو","tous_vehicules","","","","","non","non","non","non","permis","procédure","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437 ( 18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) إذا ثبت ارتكاب مخالفة بأداء غرامة تصالحية وجزافية بين يدي العون محرر المحضر وترت"
"32","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
في ما عدا الحالة المنصوص عليها في","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) في ما عدا الحالة المنصوص عليها في"
"31","اعلاه وفي حالة فقدانه مجموع النقط ، يتلقى المعني
بالامر من الادارة، بواسطة رسالة مضمونة مع اشعار بالاستلام، موجهة اليه بالعنوان المصرح به
للادارة، تذكيرا بالمخالفات التي سبق ارتكابها وبالمخالفة الاخيرة التي ترتب عليها خصم مجموع النقط
والامر بتسليم رخصة السياقة التي بحوزته الى مصالح الادارة المذكورة،","tous_vehicules","","","","","non","non","non","non","permis","procédure","permis_conduite","6","أعلاه وفي حالة فقدانه مجموع النقط ، يتلقى المعني بالأمر من الإدارة، بواسطة رسالة مضمونة مع إشعار بالاستلام، موجهة إليه بالعنوان المصرح به للإدارة، تذكيرا بالمخالفات التي سبق ارتكابها وبالمخالفة الأخير"
"33","( يجوز لصاحب رخصة السياقة، قبل انصرام الفترة الاختبارية، ان يسترجع اربع 4 ) نقط وذلك
ضى المخصص لرخصته، اذا خضع لدورة في التربية على السلامة الطرقية. � دون تجاوز الحد الاق","non_spécifié","","","","","non","non","non","non","dépassement|permis","autre","cluster_4","4","(  يجوز لصاحب رخصة السياقة، قبل انصرام الفترة الاختبارية، أن يسترجع أربع 4 ) نقط وذلك ضى المخصص لرخصته، إذا خضع لدورة في التربية على السلامة الطرقية. � دون تجاوز الحد الأق"
"34","لا يجوز للحاصل على رخصة السياقة، الذي فقد مجموع النقط بعد الفترة الاختبارية، التقدم من","non_spécifié","","","","","non","non","non","non","permis","interdiction","cluster_0","0","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) لا يجوز للحاصل على رخصة السياقة، الذي فقد مجموع النقط بعد الفترة الاختبارية، ال"
"35","اذا لم يرتكب صاحب رخصة السياقة مخالفة جديدة معاقبا عليها بخصم النقط، داخل اجل
( ثلاث 3 ضي به او من � ضيء المق � ) سنوات من التاريخ الذي حاز فيه اخر مقرر قضايي بالادانة قوة ال
ضى من النقط � تاريخ اداء اخر غرامة تصالحية وجزافية، خصص لرخصته من جديد، الرصيد الاق
المحدد في","non_spécifié","","","","","non","non","non","non","permis","autre","permis_conduite","6","إذا لم يرتكب صاحب رخصة السياقة مخالفة جديدة معاقبا عليها بخصم النقط، داخل أجل (  ثلاث 3 ضي به أو من  � ضيء المق � ) سنوات من التاريخ الذي حاز فيه آخر مقرر قضائي بالإدانة قوة ال ضى من النقط  � تاريخ أد"
"27","اعلاه.
استثناء من احكام الفقرة الاولى اعلاه، يجوز لصاحب رخصة السياقة، بعد الفترة الاختبارية
( وقبل انصرام الاجل المحدد في الفقرة الاولى اعلاه، ان يسترجع مرة واحدة اربع 4 ) نقط اذا خضع
لدورة في التربية على السلامة الطرقية المشار اليها في","non_spécifié","","","","","non","non","non","non","permis","autre","cluster_3","3","أعلاه. استثناء من أحكام الفقرة الأولى أعلاه، يجوز لصاحب رخصة السياقة، بعد الفترة الاختبارية (  وقبل انصرام الأجل المحدد في الفقرة الأولى أعلاه، أن يسترجع مرة واحدة أربع 4 ) نقط إذا خضع لدورة في التربي"
"34","ضى � اعلاه، وذلك دون تجاوز الحد الاق
للرصيد المخصص لرخصة السياقة.
غير انه، ومع مراعاة احكام الفقرة الاولى اعلاه:
- اذا لم يرتكب صاحب رخصة السياقة مخالفة معاقبا عليها بخصم النقط، داخل اجل سنة من
ضي به او من تاريخ اداء اخر � ضيء المق � التاريخ الذي حاز فيه اخر مقرر قضايي بالادانة قوة ال
( غرامة تصالحي","non_spécifié","","","","","non","non","non","non","dépassement|permis","autre","permis_conduite","6","ضى  �  أعلاه، وذلك دون تجاوز الحد الأق للرصيد المخصص لرخصة السياقة. غير أنه، ومع مراعاة أحكام الفقرة الأولى أعلاه: -  إذا لم يرتكب صاحب رخصة السياقة مخالفة معاقبا عليها بخصم النقط، داخل أجل سنة من ضي"
"36","يمكن ان تحرر رخصة السياقة في حامل يكون قابلا لان تسجل عليه في شكل الكتروني المعلومات
التي تحتوي عليها الرخصة.
تكون للمحرر في شكل الكتروني نفس القيمة الثبوتية للمحرر على حامل من ورق.
لا يمكن ان يسلم لشخص حاصل على اكثر من صنف من اصناف رخصة السياقة الا حامل واحد.
14 الامانة العامة للحكومة
الامانة العام","non_spécifié","","","","","non","non","non","non","permis","autre","permis_conduite","6","يمكن أن تحرر رخصة السياقة في حامل يكون قابلا لأن تسجل عليه في شكل إلكتروني المعلومات التي تحتوي عليها الرخصة. تكون للمحرر في شكل إلكتروني نفس القيمة الثبوتية للمحرر على حامل من ورق. لا يمكن أن يسلم لش"
"37","يجب ان يتضمن الحامل المحررة فيه رخصة السياقة ، على الخصوص ما يلي :","non_spécifié","","","","","non","non","non","non","permis","obligation","permis_conduite","6","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) يجب أن يتضمن الحامل المحررة فيه رخصة السياقة ، على الخصوص ما يلي : -  ال بيانات"
"38","يجب تجديد الحامل المحررة فيه رخصة السياقة :","non_spécifié","","","","","non","non","non","non","permis","obligation","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) تحدد مدة صلاحية الحامل المحررة فيه رخصة السياقة في عشر سنوات. وتحتسب هذه المدة،"
"14","يجب تجديد الحامل المذكور على ابعد تقدير، داخل الثلاثة اشهر الموالية لانصرام السنة العاشرة","non_spécifié","","","","","non","non","non","non","permis","obligation","cluster_0","0","من هذا القانون ؛ يجب تجديد الحامل المذكور على أبعد تقدير، داخل الثلاثة أشهر الموالية لانصرام السنة العاشرة على تاريخ تسليم رخصة السياقة. 15 الأمانة العامة للحكومة الصادر بتنفيذه الظهير الشريف رقم (تمم"
"39","يجب على اصحاب رخصة السياقة ان يقوموا بتغيير الحامل المحررة فيه، اذا قررت الادارة ذلك","non_spécifié","","","","","non","oui","non","non","permis","obligation","permis_conduite","6","يجب على أصحاب رخصة السياقة أن يقوموا بتغيير الحامل المحررة فيه، إذا قررت الإدارة ذلك التغيير، خاصة اعتبارا للتطور التكنولوجي. تحدد الإدارة نوع وشكل الحامل المحررة فيه رخصة السياقة وكذا كيفيات تغييره."
"40","لا يجوز لاي كان سياقة المركبات المبينة بعده، بصفة مهنية، ان لم يكن حاصلا على بطاقة سايق","non_spécifié","","","","","non","non","non","non","dépassement|permis","interdiction","cluster_0","0","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) لا يجوز لأي كان سياقة المركبات المبينة بعده، بصفة مهنية، إن لم يكن حاصلا على بط"
"41","يجب على كل حاصل على بطاقة سايق مهني ان يتابع، كل خمس سنوات، لاجل تجديد هذه البطاقة،","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","يجب على كل حاصل على بطاقة سائق مهني أن يتابع، كل خمس سنوات، لأجل تجديد هذه البطاقة، تكوينا مستمرا خلال السنة الأخيرة من هذه الفترة."
"42","يجب ان ينصب التكوين التاهيلي والتكوين المستمر المشار اليهما في المادتين 40 و 41 اعلاه على :","tous_vehicules","","","","","non","non","non","non","","obligation","circulation_routière","1","يجب أن ينصب التكوين التأهيلي والتكوين المستمر المشار إليهما في المادتين 40  و 41  أعلاه على : -  الاستعمال الرشيد للمركبة حسب خصائصها التقنية ؛ -  اتخاذ موقف مناسب في حالات الاستعجال لتوقع الخطر واحتر"
"43","يلقن التكوين التاهيلي الاولي والتكوين المستمر، المشار اليهما في هذا الباب، بموسسات تعتمدها
الادارة لهذا الغرض.
تحدد الادارة برنامج التكوين التاهيلي الاولي والتكوين المستمر وكيفيات التقييم وكذا نموذج
ومضمون بطاقة سايق مهني وكيفيات تسليمها وتجديدها.
17 الامانة العامة للحكومة
الامانة العامة للحكومة
الق","tous_vehicules","","","","","non","non","non","non","","autre","contrôle_technique","8","يلقن التكوين التأهيلي الأولي والتكوين المستمر، المشار إليهما في هذا الباب، بمؤسسات تعتمدها الإدارة لهذا الغرض. تحدد الإدارة برنامج التكوين التأهيلي الأولي والتكوين المستمر وكيفيات التقييم وكذا نموذج و"
"44","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
يراد في مفهوم هذا القانون بما يلي :
مركبة : كل وسيلة نقل لها عجلتان على الاقل تسير على الطريق العمومية بواسطة قوتها الالية
الذاتية او بواسطة قوة خارجية.
دراجة ثلاثية العجلات : كل مركبة لها","tous_vehicules","","","","","non","non","non","non","dépassement|accident","procédure","cluster_0","0","116.14 1.16.106  بتاريخ 13  من شوال 1437 (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) يراد في مفهوم هذا القانون بما يلي : مركبة : كل وسيلة نقل لها عجلتان على الأقل ت"
"45","يجب صنع المركبات او مجموعة المركبات وتسويقها واستغلالها واستعمالها وصيانتها وعند","non_spécifié","","","","","non","non","non","non","","obligation","circulation_routière","1","يجب صنع المركبات أو مجموعة المركبات وتسويقها واستغلالها واستعمالها وصيانتها وعند الاقتضاء، إصلاحها، على نحو يؤمن سلامة مستعملي الطريق العمومية ويقلل من استهلاك الطاقة ومن إحداث نفايات غير قابلة لإعادة"
